Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,6,190,Antwuan Wyatt,WR,1997,0,0,0,0,1,,,,,,,,,,,,,,Bethune-Cookman
1997,6,198,Ed Jasper,DT,2005,0,0,4,27,118,,,,,,,,,,,,,17.0,Texas A&M
1997,7,207,Koy Detmer,QB,2006,0,0,0,4,103,184,354,1944,10,14,31,30,1,,,,,,Colorado
1997,7,225,Byron Capers,DB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1997,7,227,DeAuntae Brown,DB,1997,0,0,0,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,25,Jermane Mayberry,G,2005,0,1,6,37,123,,,,,,,,,,,,,,Texas A&M-Kingsville
1996,2,54,Jason Dunn,TE,2007,0,0,2,17,160,,,,,,1,-5,0,81,910,11,,,East. Kentucky
1996,2,61,Brian Dawkins,DB,2011,4,9,15,101,224,,,,,,,,,1,57,1,37,26.0,Clemson
1996,3,85,Bobby Hoying,QB,2000,0,0,1,3,22,244,456,2544,11,15,42,156,0,,,,,,Ohio St.
1996,4,121,Ray Farmer,LB,1998,0,0,1,9,32,,,,,,,,,,,,1,2.0,Duke
1996,5,147,Whit Marshall,LB,1999,0,0,0,1,16,,,,,,,,,,,,,,Georgia
1996,6,194,Steve White,DE,2002,0,0,1,15,94,,,,,,,,,,,,,11.5,Tennessee
1996,6,197,Tony Johnson,TE,1998,0,0,0,2,27,,,,,,,,,9,97,1,,,Alabama
1996,6,199,Phillip Riley,WR,1996,0,0,0,0,1,,,,,,,,,,,,,,Florida St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,7,Mike Mamula,DE,2000,0,0,4,32,77,,,,,,,,,,,,1,31.5,Boston Col.
1995,2,50,Bobby Taylor,DB,2004,0,1,7,49,129,,,,,,,,,,,,19,4.0,Notre Dame
1995,2,58,Barrett Brooks,T,2005,0,0,4,25,118,,,,,,,,,,,,,,Kansas St.
1995,3,72,Greg Jefferson,DE,1999,0,0,3,20,57,,,,,,,,,,,,,13.5,Central Florida
1995,3,78,Chris T. Jones,WR,1997,0,0,1,10,32,,,,,,,,,80,993,5,,,Miami (FL)
1995,4,119,Dave Barr,QB,1995,0,0,0,0,2,5,9,42,0,0,1,5,0,,,,,,California
1995,6,208,Fred McCrary,FB,2007,0,0,5,13,128,,,,,,25,31,1,113,646,7,,,Mississippi St.
1995,7,210,Kevin Bouie,RB,1997,0,0,0,0,6,,,,,,11,26,0,,,,,,Mississippi St.
1995,7,248,Howard Smothers,T,,0,0,0,,,,,,,,,,,,,,,,Bethune-Cookman
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,14,Bernard Williams,T,1994,0,0,1,7,16,,,,,,,,,,,,,,Georgia
1994,2,37,Bruce Walker,NT,1995,0,0,0,3,11,,,,,,,,,,,,,,UCLA
1994,2,42,Charlie Garner,RB,2004,0,1,5,73,147,0,0,0,0,0,1537,7097,39,419,3711,12,,,Tennessee
1994,3,77,Joe Panos,G,2000,0,0,4,23,83,,,,,,,,,,,,,,Wisconsin
1994,3,103,Eric Zomalt,DB,1996,0,0,0,6,40,,,,,,,,,,,,,,California
1994,5,144,Marvin Goodwin,DB,,0,0,0,,,,,,,,,,,,,,,,UCLA
1994,6,174,Ryan McCoy,LB,,0,0,0,,,,,,,,,,,,,,,,Houston
1994,6,193,Mitch Berger,P,2009,0,2,12,0,187,0,3,0,0,1,3,0,0,,,,,,Colorado
1994,7,206,Mark Montgomery,RB,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,19,Lester Holmes,G,2000,0,0,6,31,102,,,,,,,,,,,,,,Jackson St.
1993,1,24,Leonard Renfro,DT,1994,0,0,0,3,23,,,,,,,,,,,,,,Colorado
1993,2,50,Victor Bailey,WR,1996,0,0,1,8,34,,,,,,,,,62,868,2,,,Missouri
1993,3,75,Derrick Frazier,DB,1996,0,0,0,5,25,,,,,,,,,,,,1,,Texas A&M
1993,3,77,Mike Reid,DB,1994,0,0,0,0,12,,,,,,,,,,,,,,North Carolina St.
1993,6,163,Derrick Oden,LB,1995,0,0,0,3,35,,,,,,,,,,,,,,Alabama
1993,7,190,Joey Mickey,TE,1993,0,0,0,0,5,,,,,,,,,,,,,,Oklahoma
1993,8,217,Doug Skene,G,1994,0,0,0,2,6,,,,,,,,,,,,,,Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,2,48,Siran Stacy,RB,1992,0,0,0,0,16,,,,,,,,,,,,,,Alabama
1992,3,75,Tommy Jeter,DT,1996,0,0,0,2,37,,,,,,,,,,,,,1.0,Texas
1992,4,92,Tony Brooks,RB,1992,0,0,0,0,5,,,,,,,,,,,,,,Notre Dame
1992,4,102,Casey Weldon,QB,1999,0,0,0,1,26,60,120,713,1,4,12,0,1,,,,,,Florida St.
1992,5,129,Corey Barlow,DB,1993,0,0,0,1,10,,,,,,,,,,,,,,Auburn
1992,6,160,Jeff Sydner,WR,1995,0,0,0,0,41,,,,,,,,,3,52,0,,,Hawaii
1992,7,187,William Boatwright,G,,0,0,0,,,,,,,,,,,,,,,,Virginia Tech
1992,8,214,Chuck Bullough,LB,1994,0,0,0,0,4,,,,,,,,,,,,,,Michigan St.
1992,9,241,Ephesians Bartley,LB,1992,0,0,0,0,6,,,,,,,,,,,,,,Florida
1992,10,272,Mark McMillian,DB,1999,0,0,5,39,127,,,,,,,,,,,,23,1.5,Alabama
1992,11,299,Pumpy Tudors,P,,0,0,0,,,,,,,,,,,,,,,,Tenn-Chattanooga
1992,12,326,Brandon Houston,T,,0,0,0,,,,,,,,,,,,,,,,Oklahoma
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,8,Antone Davis,T,1997,0,0,6,36,97,,,,,,,,,,,,,,Tennessee
1991,2,48,Jesse Campbell,DB,1998,0,0,4,27,92,,,,,,,,,,,,7,,North Carolina St.
1991,3,75,Rob Selby,G,1997,0,0,1,7,62,,,,,,,,,,,,,,Auburn
1991,4,104,William Thomas,LB,2001,0,2,10,70,172,,,,,,,,,,,,27,37.0,Texas A&M
1991,5,131,Craig Erickson,QB,1997,0,0,2,21,52,591,1092,7625,41,38,77,201,1,,,,,,Miami (FL)
1991,6,156,Andy Harmon,DT,1997,0,0,4,34,86,,,,,,,,,,,,1,39.5,Kent St.
1991,7,187,James Joseph,RB,1995,0,0,0,10,78,,,,,,250,823,4,102,817,3,,,Auburn
1991,8,216,Scott Kowalkowski,LB,2001,0,0,0,10,158,,,,,,,,,,,,1,1.0,Notre Dame
