Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,5,149,Kabeer Gbaja-Biamila,DE,2008,0,1,5,44,124,,,,,,,,,,,,1,74.5,San Diego St.
2000,5,151,Joey Jamison,WR,,0,0,0,,,,,,,,,,,,,,,,Texas Southern
2000,7,224,Mark Tauscher,T,2010,0,0,9,55,134,,,,,,,,,1,-3,0,,,Wisconsin
2000,7,229,Ron Moore,DT,2001,0,0,0,0,1,,,,,,,,,,,,,,NW Oklahoma St.
2000,7,242,Charles Lee,WR,2005,0,0,0,7,44,,,,,,2,14,0,72,957,3,,,Central Florida
2000,7,249,Eugene McCaslin,LB,2000,0,0,0,0,1,,,,,,,,,,,,,,Florida
2000,7,252,Rondell Mealey,RB,2002,0,0,0,2,14,,,,,,22,73,1,9,76,0,,,LSU
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,25,Antuan Edwards,DB,2005,0,0,1,21,71,,,,,,,,,,,,7,3.0,Clemson
1999,2,47,Fred Vinson,DB,1999,0,0,0,2,16,,,,,,,,,,,,2,1.0,Vanderbilt
1999,3,87,Mike McKenzie,DB,2009,0,0,9,53,138,,,,,,,,,,,,28,1.0,Memphis
1999,3,94,Cletidus Hunt,DT,2004,0,0,4,29,85,,,,,,,,,,,,,17.0,Kentucky St.
1999,4,131,Aaron Brooks,QB,2006,0,0,5,65,93,1673,2963,20261,123,92,362,1534,13,1,1,0,,,Virginia
1999,4,133,Josh Bidwell,P,2010,0,1,9,0,148,,,,,,1,0,0,,,,,,Oregon
1999,5,159,De'Mond Parker,RB,2000,0,0,0,2,19,,,,,,54,269,2,13,65,0,,,Oklahoma
1999,5,163,Craig Heimburger,G,2001,0,0,0,1,13,,,,,,,,,,,,,,Missouri
1999,6,196,Dee Miller,WR,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1999,6,203,Scott Curry,T,1999,0,0,0,1,5,,,,,,,,,,,,,,Montana
1999,7,212,Chris Akins,DB,2003,0,0,0,5,61,,,,,,,,,,,,,,Ark-Pine Bluff
1999,7,213,Donald Driver,WR,2012,0,3,10,75,205,,,,,,34,217,1,743,10137,61,,,Alcorn St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,19,Vonnie Holliday,DE,2012,0,0,9,61,214,,,,,,,,,,,,2,62.5,North Carolina
1998,3,90,Jonathan Brown,DE,2001,0,0,0,0,7,,,,,,,,,,,,,,Tennessee
1998,4,121,Roosevelt Blackmon,DB,1999,0,0,0,3,20,,,,,,,,,,,,1,,Morris Brown
1998,5,150,Corey Bradford,WR,2006,0,0,2,26,114,,,,,,3,-13,0,215,3346,25,,,Jackson St.
1998,6,156,Scott McGarrahan,DB,2005,0,0,0,7,108,,,,,,,,,1,10,0,1,3.0,New Mexico
1998,6,187,Matt Hasselbeck,QB,2012,0,3,10,84,194,3029,5018,34517,201,147,339,1229,8,,,,,,Boston Col.
