Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,23,Antowain Smith,RB,2005,0,0,4,48,131,,,,,,1784,6881,54,136,982,3,,,Houston
1997,2,52,Marcellus Wiley,DE,2006,0,1,5,43,147,,,,,,,,,,,,2,44.0,Columbia
1997,4,120,Jamie Nails,G,2003,0,0,3,20,78,,,,,,,,,,,,,,Florida A&M
1997,5,153,Sean Woodson,DB,,0,0,0,,,,,,,,,,,,,,,,Jackson St.
1997,6,185,Marcus Spriggs,T,2003,0,0,1,10,49,,,,,,,,,,,,,,Houston
1997,7,226,Pat Fitzgerald,TE,,0,0,0,,,,,,,,,,,,,,,,Texas
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,24,Eric Moulds,WR,2007,0,3,11,74,186,,,,,,29,163,0,764,9995,49,,,Mississippi St.
1996,2,53,Gabe Northern,LB,2000,0,0,2,19,73,,,,,,,,,,,,1,10.5,LSU
1996,3,87,Matt Stevens,DB,2003,0,0,2,27,108,,,,,,,,,,,,13,1.0,Appalachian St.
1996,4,120,Sean Moran,LB,2003,0,0,0,11,120,,,,,,,,,,,,2,10.5,Colorado St.
1996,5,156,Raymond Jackson,DB,2001,0,0,0,6,73,,,,,,,,,,,,6,,Colorado St.
1996,6,196,Leon Neal,RB,1997,0,0,0,0,1,,,,,,,,,,,,,,Washington
1996,6,202,Dusty Zeigler,C,2002,0,0,5,29,80,,,,,,,,,,,,,,Notre Dame
1996,7,237,Dan Brandenburg,LB,1999,0,0,0,3,42,,,,,,,,,,,,,,Indiana St.
1996,7,244,Jay Riemersma,TE,2004,0,0,4,29,112,,,,,,,,,221,2524,23,,,Michigan
1996,7,249,Eric Smedley,DB,1999,0,0,0,3,42,,,,,,,,,,,,,2.0,Indiana
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,14,Ruben Brown,G,2007,0,9,13,66,181,,,,,,,,,1,-6,0,,,Pittsburgh
1995,2,45,Todd Collins,QB,2010,0,0,1,11,51,391,701,4547,22,24,83,152,0,,,,,,Michigan
1995,3,76,Marlon Kerner,DB,1998,0,0,0,7,43,,,,,,,,,,,,3,1.0,Ohio St.
1995,3,96,Damien Covington,LB,1997,0,0,1,6,29,,,,,,,,,,,,1,0.5,North Carolina St.
1995,4,109,Ken Irvin,DB,2005,0,0,5,32,147,,,,,,,,,,,,10,2.0,Memphis
1995,4,113,Justin Armour,WR,1999,0,0,2,7,39,0,1,0,0,0,4,-5,0,64,861,7,,,Stanford
1995,4,131,Tony Cline,TE,1999,0,0,1,7,52,,,,,,,,,32,255,1,,,Stanford
1995,5,144,John Holecek,LB,2002,0,0,4,27,81,,,,,,,,,,,,2,3.5,Illinois
1995,6,185,Shannon Clavelle,DE,1997,0,0,0,1,16,,,,,,,,,,,,,0.5,Colorado
