Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,2,50,Eddie Robinson,LB,2002,0,0,11,64,175,,,,,,,,,,,,6,23.0,Alabama St.
1992,3,77,Corey Harris,DB,2003,0,0,6,41,183,,,,,,2,10,0,2,11,0,11,6.5,Vanderbilt
1992,4,108,Mike Mooney,T,1993,0,0,0,0,1,,,,,,,,,,,,,,Georgia Tech
1992,5,133,Joe Bowden,LB,2000,0,0,5,39,139,,,,,,,,,,,,3,12.5,Oklahoma
1992,5,135,Tony Brown,DB,1995,0,0,0,6,57,,,,,,,,,,,,,,Fresno St.
1992,5,136,Tim Roberts,DE,1995,0,0,1,7,37,,,,,,,,,,,,,1.0,Southern Miss
1992,6,162,Mario Bailey,WR,,0,0,0,,,,,,,,,,,,,,,,Washington
1992,7,189,Elbert Turner,WR,,0,0,0,,,,,,,,,,,,,,,,Illinois
1992,8,220,Bucky Richardson,QB,1994,0,0,0,4,16,97,185,1257,6,6,33,225,1,,,,,,Texas A&M
1992,9,247,Bernard Dafney,G,1997,0,0,1,10,60,,,,,,,,,,,,,,Tennessee
1992,10,274,Dion Johnson,WR,,0,0,0,,,,,,,,,,,,,,,,East Carolina
1992,11,301,Anthony Davis,LB,2000,0,0,3,29,106,,,,,,,,,,,,5,12.5,Utah
1992,12,332,Joe Wood,K,,0,0,0,,,,,,,,,,,,,,,,Air Force
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
