Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,4,108,David Garrard,QB,2010,0,1,5,61,86,1406,2281,16003,89,54,380,1746,17,1,-6,0,,,East Carolina
2002,4,118,Chris Luzar,TE,2003,0,0,0,2,23,,,,,,,,,4,35,0,,,Virginia
2002,6,180,Clenton Ballard,DT,,0,0,0,,,,,,,,,,,,,,,,Texas St.
2002,7,222,Kendall Newson,WR,2003,0,0,0,1,6,,,,,,,,,2,55,0,,,Middle Tenn. St.
2002,7,246,Steve M. Smith,DB,2002,0,0,0,0,4,,,,,,,,,,,,,,Oregon
2002,7,247,Hayden Epstein,K,2002,0,0,0,0,15,,,,,,,,,,,,,,Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,13,Marcus Stroud,DT,2010,0,3,9,66,146,,,,,,,,,,,,,29.5,Georgia
2001,2,43,Maurice Williams,T,2009,0,0,6,44,106,,,,,,,,,,,,,,Michigan
2001,3,73,Eric Westmoreland,LB,2004,0,0,0,5,44,,,,,,,,,,,,,2.0,Tennessee
2001,3,94,James Boyd,DB,2002,0,0,0,2,26,,,,,,,,,,,,,,Penn St.
2001,5,142,David Leaverton,P,,0,0,0,,,,,,,,,,,,,,,,Tennessee
2001,6,170,Chad Ward,G,,0,0,0,,,,,,,,,,,,,,,,Washington
2001,7,213,Anthony Denman,LB,2002,0,0,0,2,27,,,,,,,,,,,,,,Notre Dame
2001,7,233,Marlon McCree,DB,2008,0,0,7,42,114,,,,,,,,,,,,16,3.0,Kentucky
2001,7,235,Richmond Flowers,WR,,0,0,0,,,,,,,,,,,,,,,,Chattanooga
2001,7,241,Randy Chevrier,DT,2001,0,0,0,0,13,,,,,,,,,,,,,,McGill
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,1,29,R. Jay Soward,WR,2000,0,0,0,2,13,,,,,,3,28,0,14,154,1,,,USC
2000,2,60,Brad Meester,C,2012,0,0,13,57,193,,,,,,,,,,,,,,Northern Iowa
2000,3,92,T.J. Slaughter,LB,2006,0,0,3,17,78,,,,,,,,,,,,1,2.0,Southern Miss
2000,4,123,Joey Chustz,T,,0,0,0,,,,,,,,,,,,,,,,Louisiana Tech
2000,5,159,Kiwaukee Thomas,DB,2007,0,0,0,12,110,,,,,,,,,,,,1,4.0,Georgia Southern
2000,6,196,Emanuel Smith,WR,2000,0,0,0,0,1,,,,,,,,,,,,,,Arkansas
2000,7,236,Erik Olson,DB,2000,0,0,0,1,14,,,,,,,,,,,,,,Colorado St.
2000,7,241,Rob Meier,DE,2008,0,0,3,31,138,,,,,,,,,,,,,21.5,Washington St.
2000,7,243,Shyrone Stith,RB,2002,0,0,0,0,15,,,,,,20,55,1,,,,,,Virginia Tech
2000,7,245,Danny Clark,LB,2010,0,0,8,40,168,,,,,,,,,,,,2,7.0,Illinois
2000,7,247,Mark Baniewicz,T,,0,0,0,,,,,,,,,,,,,,,,Syracuse
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,26,Fernando Bryant,DB,2008,0,0,8,38,112,,,,,,,,,,,,7,,Alabama
1999,2,56,Larry Smith,DT,2004,0,0,0,10,64,,,,,,,,,,,,,5.5,Florida St.
1999,3,88,Anthony Cesario,G,,0,0,0,,,,,,,,,,,,,,,,Colorado St.
1999,4,121,Kevin Landolt,DT,1999,0,0,0,0,1,,,,,,,,,,,,,,West Virginia
1999,5,160,Jason Craft,DB,2008,0,0,1,29,147,,,,,,,,,,,,14,4.0,Colorado St.
1999,6,182,Emarlos Leroy,DT,2000,0,0,0,2,22,,,,,,,,,,,,,,Georgia
1999,7,242,Dee Moronkola,DB,,0,0,0,,,,,,,,,,,,,,,,Washington St.
1999,7,246,Chris White,DE,2000,0,0,0,0,5,,,,,,,,,,,,,,Saginaw Valley St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,9,Fred Taylor,RB,2010,0,1,9,88,153,,,,,,2534,11695,66,290,2384,8,,,Florida
1998,1,25,Donovin Darius,DB,2007,0,0,8,46,118,,,,,,,,,,,,14,2.0,Syracuse
1998,2,57,Cordell Taylor,DB,1999,0,0,0,1,13,,,,,,,,,,,,,,Hampton
1998,3,86,Jonathan Quinn,QB,2004,0,0,0,4,17,117,223,1161,4,7,25,151,1,,,,,,Middle Tenn. St.
1998,4,101,Tavian Banks,RB,1999,0,0,0,3,14,,,,,,49,222,1,18,157,0,,,Iowa
1998,4,118,Harry Deligianis,DT,,0,0,0,,,,,,,,,,,,,,,,Youngstown St.
1998,5,148,John Wade,C,2008,0,0,7,34,131,,,,,,,,,,,,,,Marshall
1998,6,179,Lamanzer Williams,DE,1998,0,0,0,0,2,,,,,,,,,,,,,,Minnesota
1998,6,182,Kevin McLeod,FB,2003,0,0,0,0,8,,,,,,,,,2,5,1,,,Auburn
1998,7,192,Alvis Whitted,WR,2006,0,0,1,9,122,,,,,,14,118,0,74,1030,6,,,North Carolina St.
1998,7,214,Brandon Tolbert,LB,,0,0,0,,,,,,,,,,,,,,,,Georgia
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,21,Renaldo Wynn,DE,2009,0,0,9,56,182,,,,,,,,,,,,,27.0,Notre Dame
1997,2,50,Mike Logan,DB,2006,0,0,2,19,116,,,,,,,,,,,,5,4.5,West Virginia
1997,3,79,James Hamilton,LB,1998,0,0,0,1,16,,,,,,,,,,,,,1.0,North Carolina
1997,4,114,Seth Payne,DT,2006,0,0,6,41,121,,,,,,,,,,,,,17.5,Cornell
1997,5,147,Damon Jones,TE,2001,0,0,0,10,50,,,,,,,,,41,550,11,,,Southern Illinois
1997,6,184,Daimon Shelton,FB,2006,0,0,8,17,133,,,,,,40,104,1,82,571,2,,,Sacramento St.
1997,7,221,Jon Hesse,LB,1998,0,0,0,0,5,,,,,,,,,,,,,,Nebraska
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,2,Kevin Hardy,LB,2004,1,1,9,62,134,,,,,,,,,,,,5,36.0,Illinois
1996,2,33,Tony Brackens,DE,2003,0,1,4,50,107,,,,,,,,,,,,5,55.0,Texas
1996,2,60,Michael Cheever,C,1997,0,0,0,3,17,,,,,,,,,,,,,,Georgia Tech
1996,3,63,Aaron Beasley,DB,2004,0,0,7,43,121,,,,,,,,,,,,24,8.5,West Virginia
1996,4,110,Reggie Barlow,WR,2003,0,0,0,8,82,,,,,,,,,39,522,1,,,Alabama St.
1996,5,146,Jimmy Herndon,T,2002,0,0,0,5,54,,,,,,,,,,,,,,Houston
1996,6,170,John Fisher,DB,,0,0,0,,,,,,,,,,,,,,,,Missouri West.
1996,6,185,Chris Doering,WR,2004,0,0,0,4,40,0,1,0,0,0,,,,42,476,3,,,Florida
1996,7,227,Clarence Jones,WR,,0,0,0,,,,,,,,,,,,,,,,Tennessee St.
1996,7,228,Gregory Spann,WR,,0,0,0,,,,,,,,,,,,,,,,Jackson St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,2,Tony Boselli,T,2001,3,5,6,63,91,,,,,,,,,,,,,,USC
1995,1,19,James Stewart,RB,2002,0,0,6,45,101,0,1,0,0,0,1478,5841,48,220,1715,9,,,Tennessee
1995,2,40,Brian DeMarco,G,1999,0,0,3,18,63,,,,,,,,,,,,,,Michigan St.
1995,2,64,Bryan Schwartz,LB,1999,0,0,3,18,55,,,,,,,,,,,,,0.5,
1995,3,71,Chris Hudson,DB,2001,0,0,4,27,77,,,,,,,,,,,,11,1.5,Colorado
1995,4,99,Rob Johnson,QB,2003,0,0,2,19,48,494,806,5795,30,23,140,877,4,1,-6,0,,,USC
1995,4,123,Mike Thompson,DT,2000,0,0,0,2,33,,,,,,,,,,,,,1.5,Wisconsin
1995,5,169,Ryan Christopherson,RB,1996,0,0,0,0,19,,,,,,16,16,1,1,-1,0,,,Wyoming
1995,6,172,Marcus Price,T,2004,0,0,0,7,77,,,,,,,,,,,,,,LSU
1995,7,219,Curtis Marsh,WR,1997,0,0,0,1,15,,,,,,1,2,0,9,141,0,,,Utah
