Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,2,50,Brentson Buckner,DT,2005,0,0,8,53,174,,,,,,,,,,,,2,31.0,Clemson
1994,3,88,Jason Gildon,LB,2004,1,3,8,76,167,,,,,,,,,,,,2,80.0,Oklahoma St.
1994,3,91,Bam Morris,RB,1999,0,0,2,32,74,,,,,,974,3809,35,103,790,1,,,Texas Tech
1994,4,122,Ta'ase Faumui,DE,1995,0,0,0,0,8,,,,,,,,,,,,,,Hawaii
1994,5,140,Myron Bell,DB,2001,0,0,3,16,112,,,,,,,,,,,,4,6.5,Michigan St.
1994,5,148,Gary L. Brown,T,1996,0,0,0,4,25,,,,,,,,,,,,,,Georgia Tech
1994,6,178,Jim Miller,QB,2002,0,0,2,16,37,610,1046,6387,36,31,55,4,0,,,,,,Michigan St.
1994,6,180,Eric Ravotti,LB,1996,0,0,0,3,23,,,,,,,,,,,,,2.0,Penn St.
1994,7,209,Brice Abrams,RB,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,23,Deon Figures,DB,1998,0,0,2,20,93,,,,,,,,,,,,9,1.0,Colorado
1993,2,44,Chad Brown,LB,2007,2,3,12,84,189,,,,,,,,,,,,6,79.0,Colorado
1993,3,76,Andre Hastings,WR,2000,0,0,4,26,104,,,,,,13,156,0,266,3307,18,,,Georgia
1993,4,108,Kevin Henry,DE,2000,0,0,5,42,116,,,,,,,,,,,,2,14.0,Mississippi St.
1993,5,135,Lonnie Palelei,G,1999,0,0,2,10,44,,,,,,,,,,,,,,UNLV
1993,5,140,Marc Woodard,LB,1996,0,0,0,5,48,,,,,,,,,,,,,1.5,Mississippi St.
1993,6,162,Willie J. Williams,DB,2005,0,0,8,45,188,,,,,,,,,,,,26,4.0,West. Carolina
1993,7,185,Jeff Zgonina,DT,2009,0,0,4,40,219,,,,,,,,,,,,1,26.0,Purdue
1993,7,189,Craig Keith,TE,1995,0,0,0,2,28,,,,,,,,,4,22,0,,,Lenoir-Rhyne
