Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,20,Adam Archuleta,DB,2007,0,0,7,32,103,,,,,,,,,,,,4,18.0,Arizona St.
2001,1,29,Ryan Pickett,DT,2012,0,0,11,54,178,,,,,,,,,,,,,9.5,Ohio St.
2001,2,42,Tommy Polley,LB,2005,0,0,5,30,73,,,,,,,,,,,,4,6.0,Florida St.
2001,3,83,Brian L. Allen,LB,2004,0,0,0,8,47,,,,,,,,,,,,1,1.0,Florida St.
2001,4,116,Milton Wynn,WR,2002,0,0,0,1,4,,,,,,,,,4,69,0,,,Washington St.
2001,4,129,Brandon Manumaleuna,TE,2010,0,0,7,23,158,,,,,,6,18,0,115,1008,13,,,Arizona
2001,5,145,Jerametrius Butler,DB,2007,0,0,2,17,70,,,,,,,,,,,,9,,Kansas St.
2001,6,197,Francis St. Paul,WR,,0,0,0,,,,,,,,,,,,,,,,Northern Arizona
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,1,31,Trung Canidate,RB,2003,0,0,1,11,46,,,,,,240,1095,7,32,260,1,,,Arizona
2000,2,62,Jacoby Shepherd,DB,2003,0,0,0,1,30,,,,,,,,,,,,1,,Oklahoma St.
2000,3,94,John St. Clair,T,2010,0,0,5,28,132,,,,,,,,,2,20,1,,,Virginia
2000,4,104,Kaulana Noa,T,,0,0,0,,,,,,,,,,,,,,,,Hawaii
2000,5,139,Brian Young,DT,2008,0,0,6,41,123,,,,,,,,,,,,1,22.5,Texas-El Paso
2000,6,198,Matt Bowen,DB,2006,0,0,1,13,77,,,,,,,,,,,,4,2.0,Iowa
2000,7,220,Andrew Kline,G,,0,0,0,,,,,,,,,,,,,,,,San Diego St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
