Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,6,198,Stephen Pitts,RB,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1996,7,239,Sean Manuel,TE,1996,0,0,0,1,11,,,,,,,,,3,18,0,,,New Mexico St.
1996,7,254,Sam Manuel,LB,,0,0,0,,,,,,,,,,,,,,,,New Mexico St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,10,J.J. Stokes,WR,2003,0,0,3,41,118,,,,,,1,6,0,342,4293,30,,,UCLA
1995,4,127,Tim Hanshaw,G,1998,0,0,0,3,30,,,,,,,,,,,,,,BYU
1995,6,201,Antonio Armstrong,LB,1995,0,0,0,0,4,,,,,,,,,,,,,,Texas A&M
1995,7,238,Herbert Coleman,DE,,0,0,0,,,,,,,,,,,,,,,,
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,7,Bryant Young,DT,2007,1,4,14,90,208,,,,,,,,,,,,,89.5,Notre Dame
1994,1,28,William Floyd,FB,2000,0,0,7,34,90,0,1,0,0,1,355,1141,20,191,1427,5,,,Florida St.
1994,2,53,Kevin Mitchell,LB,2003,0,0,2,19,144,,,,,,,,,,,,2,6.5,Syracuse
1994,2,62,Tyronne Drakeford,DB,2001,0,0,2,20,97,,,,,,,,,,,,16,3.0,Virginia Tech
1994,3,85,Doug Brien,K,2005,0,0,9,0,154,,,,,,,,,,,,,,California
1994,3,87,Cory Fleming,WR,1995,0,0,0,1,18,,,,,,,,,6,83,0,,,Tennessee
1994,5,153,Tony Peterson,LB,1999,0,0,0,4,87,,,,,,,,,,,,,1.0,Notre Dame
1994,6,182,Lee Woodall,LB,2001,0,2,7,46,124,,,,,,,,,,,,6,10.0,West Chester
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,26,Dana Stubblefield,DT,2003,1,3,9,69,154,,,,,,,,,,,,2,53.5,Kansas
1993,1,27,Todd Kelly,LB,1996,0,0,0,5,46,,,,,,,,,,,,,5.5,Tennessee
1993,2,48,Adrian Hardy,DB,1995,0,0,0,4,36,,,,,,,,,,,,,,
1993,5,116,Artie Smith,DE,1998,0,0,2,16,73,,,,,,,,,,,,,4.5,Louisiana Tech
1993,6,166,Chris Dalman,C,1999,0,0,4,30,105,,,,,,,,,1,-1,0,,,Stanford
1993,7,194,Troy Wilson,DE,2001,0,0,0,6,61,,,,,,,,,,,,,15.5,Pittsburg St.
1993,8,219,Elvis Grbac,QB,2001,0,1,4,46,106,1446,2445,16774,99,81,163,388,7,,,,,,Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,18,Dana Hall,DB,1997,0,0,2,19,91,,,,,,,,,1,22,0,7,2.0,Washington
1992,2,45,Amp Lee,RB,2000,0,0,0,32,116,,,,,,388,1512,7,335,3099,15,,,Florida St.
1992,3,76,Brian Bollinger,G,1994,0,0,0,3,39,,,,,,,,,,,,,,North Carolina
1992,4,89,Mark Thomas,DE,2001,0,0,0,19,113,,,,,,,,,,,,,27.0,North Carolina St.
1992,6,151,Damien Russell,DB,1993,0,0,0,1,16,,,,,,,,,,,,,,Virginia Tech
1992,9,242,Darian Hagan,QB,,0,0,0,,,,,,,,,,,,,,,,Colorado
1992,10,269,Corey Mayfield,DT,1995,0,0,0,4,27,,,,,,,,,,,,,1.5,Oklahoma
1992,11,300,Tom Covington,TE,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1992,12,327,Matt LaBounty,DE,2001,0,0,0,9,84,,,,,,,,,,,,,14.5,Oregon
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,25,Ted Washington,NT,2007,1,4,13,92,236,,,,,,,,,,,,2,34.5,Louisville
1991,2,45,Ricky Watters,RB,2001,0,5,9,102,144,1,2,1,1,0,2622,10643,78,467,4248,13,,,Notre Dame
1991,2,53,John Johnson,LB,1995,0,0,1,10,46,,,,,,,,,,,,2,3.0,Clemson
1991,4,95,Mitch Donahue,LB,1994,0,0,0,2,31,,,,,,,,,,,,,,Wyoming
1991,5,122,Merton Hanks,DB,1999,1,4,7,59,137,,,,,,,,,,,,33,3.0,Iowa
1991,5,137,Harry Boatswain,G,1996,0,0,0,11,74,,,,,,,,,,,,,,New Haven
1991,6,165,Scott Bowles,T,,0,0,0,,,,,,,,,,,,,,,,North Texas
1991,7,193,Sheldon Canley,RB,1992,0,0,0,0,1,,,,,,4,9,0,,,,,,San Jose St.
1991,8,221,Tony Hargain,WR,1992,0,0,0,2,12,,,,,,,,,17,205,0,,,Oregon
1991,9,248,Louis Riddick,DB,1998,0,0,0,6,94,,,,,,,,,1,25,0,,2.0,Pittsburgh
1991,10,276,Byron Holdbrooks,DT,,0,0,0,,,,,,,,,,,,,,,,Alabama
1991,11,304,Bobby Slaughter,WR,,0,0,0,,,,,,,,,,,,,,,,Louisiana Tech
1991,12,332,Cliff Confer,DE,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1990,1,25,Dexter Carter,RB,1996,0,0,1,19,100,,,,,,247,1042,5,61,656,2,,,Florida St.
1990,2,47,Dennis Brown,DE,1996,0,0,3,30,109,,,,,,,,,,,,2,24.5,Washington
1990,2,53,Eric Davis,DB,2002,1,2,9,66,188,,,,,,,,,,,,38,2.0,Jacksonville St.
1990,3,68,Ron Lewis,WR,1994,0,0,0,3,34,,,,,,,,,27,325,0,,,Florida St.
1990,4,92,Dean Caliguire,G,1991,0,0,0,0,9,,,,,,,,,,,,,,Pittsburgh
1990,6,165,Frank Pollack,T,1997,0,0,0,9,89,,,,,,,,,,,,,,Northern Arizona
1990,8,220,Dwight Pickens,WR,,0,0,0,,,,,,,,,,,,,,,,Fresno St.
1990,9,248,Odell Haggins,NT,1991,0,0,0,0,5,,,,,,,,,,,,,,Florida St.
1990,10,276,Martin Harrison,DE,1999,0,0,0,12,81,,,,,,,,,,,,1,21.0,Washington
1990,11,289,Anthony Shelton,DB,1991,0,0,0,3,25,,,,,,,,,,,,1,1.0,Tennessee St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1989,1,28,Keith DeLong,LB,1993,0,0,3,23,64,,,,,,,,,,,,2,1.0,Tennessee
