Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2012,1,2,Robert Griffin III,QB,2012,0,1,1,18,15,258,393,3200,20,5,120,815,7,,,,,,Baylor
2012,3,71,Josh LeRibeus,G,2012,0,0,0,0,4,,,,,,,,,,,,,,SMU
2012,4,102,Kirk Cousins,QB,2012,0,0,0,2,3,33,48,466,4,3,3,22,0,,,,,,Michigan St.
2012,4,119,Keenan Robinson,OLB,2012,0,0,0,1,11,,,,,,,,,,,,,,Texas
2012,5,141,Adam Gettis,G,2012,0,0,0,0,,,,,,,,,,,,,,,Iowa
2012,6,173,Alfred Morris,RB,2012,0,0,1,17,16,,,,,,335,1613,13,11,77,0,,,Florida Atlantic
2012,6,193,Tom Compton,T,2012,0,0,0,0,,,,,,,,,,,,,,,South Dakota
2012,7,213,Richard Crawford,DB,2012,0,0,0,1,9,,,,,,,,,,,,1,,SMU
2012,7,217,Jordan Bernstine,CB,2012,0,0,0,0,1,,,,,,,,,,,,,,Iowa
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2011,1,16,Ryan Kerrigan,DE,2012,0,0,2,14,32,,,,,,,,,,,,2,16.0,Purdue
2011,2,41,Jarvis Jenkins,DL,2012,0,0,1,5,16,,,,,,,,,,,,,,Clemson
2011,3,79,Leonard Hankerson,WR,2012,0,0,0,7,20,,,,,,2,5,0,51,706,3,,,Miami (FL)
2011,4,105,Roy Helu,RB,2012,0,0,0,6,18,,,,,,153,642,2,56,424,1,,,Nebraska
2011,5,146,Dejon Gomes,DB,2012,0,0,0,4,30,,,,,,,,,,,,1,,Nebraska
2011,5,155,Niles Paul,WR,2012,0,0,0,3,29,,,,,,2,6,0,10,177,1,,,Nebraska
2011,6,177,Evan Royster,RB,2012,0,0,0,4,22,,,,,,79,416,2,25,185,0,,,Penn St.
2011,6,178,Aldrick Robinson,WR,2012,0,0,0,3,15,,,,,,1,14,0,11,237,3,,,SMU
2011,7,213,Brandyn Thompson,DB,2011,0,0,0,1,6,,,,,,,,,,,,,,Boise St.
2011,7,217,Maurice Hurt,OL,2012,0,0,0,3,21,,,,,,,,,,,,,,Central Florida
2011,7,224,Markus White,DE,2012,0,0,0,0,4,,,,,,,,,,,,,,Florida St.
2011,7,253,Chris Neild,NT,2012,0,0,0,1,16,,,,,,,,,,,,,2.0,West Virginia
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2010,1,4,Trent Williams,T,2012,0,1,2,18,40,,,,,,,,,,,,,,Oklahoma
2010,4,103,Perry Riley,LB,2012,0,0,1,12,40,,,,,,,,,,,,,4.5,LSU
2010,6,174,Dennis Morris,RB,,0,0,0,,,,,,,,,,,,,,,,Louisiana Tech
2010,7,219,Terrence Austin,WR,2011,0,0,0,1,18,,,,,,,,,15,184,0,,,UCLA
2010,7,229,Eric Cook,C,,0,0,0,,,,,,,,,,,,,,,,New Mexico
2010,7,231,Selvish Capers,T,2012,0,0,0,0,3,,,,,,,,,,,,,,West Virginia
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2009,1,13,Brian Orakpo,LB,2012,0,2,3,25,49,,,,,,,,,,,,,29.5,Texas
2009,3,80,Kevin Barnes,DB,2012,0,0,0,3,31,,,,,,,,,,,,3,,Maryland
2009,5,158,Cody Glenn,LB,2010,0,0,0,2,19,,,,,,,,,,,,,,Nebraska
2009,6,186,Robert Henson,LB,2009,0,0,0,0,6,,,,,,,,,,,,,,TCU
2009,7,221,Eddie Williams,RB,2012,0,0,0,0,6,,,,,,2,2,0,1,17,0,,,Idaho
2009,7,243,Marko Mitchell,WR,2009,0,0,0,0,10,,,,,,,,,4,32,0,,,Nevada-Reno
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2008,2,34,Devin Thomas,WR,2011,0,0,1,4,55,,,,,,6,51,1,43,482,3,,,Michigan St.
2008,2,48,Fred Davis,TE,2012,0,0,4,21,62,,,,,,2,-2,0,155,1973,12,,,USC
2008,2,51,Malcolm Kelly,WR,2009,0,0,1,3,21,,,,,,,,,28,365,0,,,Oklahoma
2008,3,96,Chad Rinehart,T,2012,0,0,0,10,31,,,,,,,,,,,,,,Northern Iowa
2008,4,124,Justin Tryon,DB,2012,0,0,0,7,63,,,,,,,,,,,,1,1.0,Arizona St.
2008,6,168,Durant Brooks,P,2008,0,0,0,0,12,,,,,,,,,,,,,,Georgia Tech
2008,6,180,Kareem Moore,DB,2010,0,0,1,9,42,,,,,,,,,,,,2,,Nicholls St.
2008,6,186,Colt Brennan,QB,,0,0,0,,,,,,,,,,,,,,,,Hawaii
2008,7,242,Rob Jackson,DE,2012,0,0,1,8,42,,,,,,,,,,,,4,5.5,Kansas St.
2008,7,249,Chris Horton,DB,2010,0,0,1,9,29,,,,,,,,,,,,3,1.0,UCLA
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2007,1,6,LaRon Landry,DB,2012,0,1,5,34,80,,,,,,,,,,,,6,5.5,LSU
2007,5,143,Dallas Sartz,LB,,0,0,0,,,,,,,,,,,,,,,,USC
2007,6,179,H.B. Blades,LB,2010,0,0,0,9,64,,,,,,,,,,,,,,Pittsburgh
2007,6,205,Jordan Palmer,QB,2012,0,0,0,0,4,10,15,59,0,2,1,4,0,,,,,,Texas-El Paso
2007,7,216,Tyler Ecker,TE,,0,0,0,,,,,,,,,,,,,,,,Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2006,2,35,Rocky McIntosh,LB,2012,0,0,5,37,108,,,,,,,,,,,,4,9.0,Miami (FL)
2006,5,153,Anthony Montgomery,NT,2009,0,0,1,14,42,,,,,,,,,,,,,3.0,Minnesota
2006,6,173,Reed Doughty,DB,2012,0,0,2,20,92,,,,,,,,,,,,2,3.5,Northern Colorado
2006,6,196,Kedric Golston,DT,2012,0,0,3,23,98,,,,,,,,,,,,,7.0,Georgia
2006,7,230,Kili Lefotu,G,,0,0,0,,,,,,,,,,,,,,,,Arizona
2006,7,250,Kevin Simon,LB,,0,0,0,,,,,,,,,,,,,,,,Tennessee
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2005,1,9,Carlos Rogers,DB,2012,0,1,6,44,110,,,,,,,,,,,,15,1.0,Auburn
2005,1,25,Jason Campbell,QB,2012,0,0,4,44,77,1328,2182,14682,76,52,225,1096,6,,,,,,Auburn
2005,4,120,Manuel White,RB,,0,0,0,,,,,,,,,,,,,,,,UCLA
2005,5,154,Robert McCune,LB,2008,0,0,0,0,8,,,,,,,,,,,,,,Louisville
2005,6,183,Jared Newberry,LB,,0,0,0,,,,,,,,,,,,,,,,Stanford
2005,7,222,Nehemiah Broughton,FB,2006,0,0,0,0,6,,,,,,1,3,0,,,,,,The Citadel
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2004,1,5,Sean Taylor,DB,2007,0,2,4,33,55,,,,,,,,,,,,12,2.0,Miami (FL)
2004,3,81,Chris Cooley,TE,2012,0,2,6,44,116,,,,,,2,3,0,429,4711,33,,,Utah St.
2004,5,151,Mark Wilson,TE,2004,0,0,0,0,2,,,,,,,,,,,,,,California
2004,6,180,Jim Molinaro,T,2006,0,0,0,1,15,,,,,,,,,,,,,,Notre Dame
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2003,2,44,Taylor Jacobs,WR,2007,0,0,0,2,56,,,,,,2,-14,0,37,384,2,,,Florida
2003,3,81,Derrick Dockery,G,2012,0,0,7,35,141,,,,,,,,,,,,,,Texas
2003,7,232,Gibran Hamdan,QB,2003,0,0,0,0,1,1,2,7,0,0,,,,,,,,,Indiana
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,1,32,Patrick Ramsey,QB,2008,0,0,1,14,38,511,913,5930,35,30,47,89,2,,,,,,Tulane
2002,2,56,Ladell Betts,RB,2010,0,0,1,32,111,,,,,,821,3326,15,188,1646,3,,,Iowa
2002,3,79,Rashad Bauman,DB,2005,0,0,0,3,43,,,,,,,,,,,,2,,Oregon
2002,3,87,Cliff Russell,WR,2008,0,0,0,0,23,,,,,,3,15,0,5,45,0,,,Utah
2002,5,159,Andre Lott,DB,2006,0,0,0,4,32,,,,,,,,,,,,,1.0,Tennessee
2002,5,160,Robert Royal,TE,2010,0,0,6,18,110,,,,,,1,-9,0,128,1271,14,,,LSU
2002,6,192,Reggie Coleman,T,,0,0,0,,,,,,,,,,,,,,,,Tennessee
2002,7,230,Jeff Grau,C,2003,0,0,0,2,27,,,,,,,,,,,,,,UCLA
2002,7,234,Greg Scott,DE,2004,0,0,0,0,4,,,,,,,,,,,,,,Hampton
2002,7,257,Rock Cartwright,FB,2011,0,0,0,18,154,,,,,,228,956,6,64,589,2,,,Kansas St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,15,Rod Gardner,WR,2006,0,0,4,27,90,2,7,46,2,0,5,24,0,242,3165,23,,,Clemson
2001,2,45,Fred Smoot,DB,2009,0,0,7,43,129,,,,,,,,,,,,21,,Mississippi St.
2001,4,109,Sage Rosenfels,QB,2011,0,0,0,13,44,351,562,4156,30,29,48,95,1,,,,,,Iowa St.
2001,5,154,Darnerien McCants,WR,2005,0,0,0,7,41,,,,,,1,9,0,58,774,8,,,Delaware St.
2001,6,186,Mario Monds,DT,2004,0,0,0,1,7,,,,,,,,,,,,,,Cincinnati
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,1,2,LaVar Arrington,LB,2006,0,3,5,46,84,,,,,,,,,,,,3,23.5,Penn St.
2000,1,3,Chris Samuels,T,2009,0,6,9,57,141,,,,,,,,,,,,,,Alabama
2000,3,64,Lloyd Harrison,DB,2002,0,0,0,1,16,,,,,,,,,,,,,1.0,North Carolina St.
2000,4,129,Michael Moore,G,2004,0,0,0,1,8,,,,,,,,,,,,,,
2000,5,155,Quincy Sanders,DB,,0,0,0,,,,,,,,,,,,,,,,UNLV
2000,6,202,Todd Husak,QB,2000,0,0,0,0,1,2,2,-2,0,0,1,-1,0,,,,,,Stanford
2000,7,216,Delbert Cowsette,DT,2002,0,0,0,2,32,,,,,,,,,,,,,2.0,Maryland
2000,7,250,Ethan Howell,WR,,0,0,0,,,,,,,,,,,,,,,,Oklahoma St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,7,Champ Bailey,DB,2012,3,12,14,114,210,,,,,,2,11,1,4,89,0,52,3.0,Georgia
1999,2,37,Jon Jansen,T,2009,0,0,8,50,137,,,,,,,,,,,,,,Michigan
1999,4,107,Nate Stimson,LB,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1999,5,165,Derek Smith,T,,0,0,0,,,,,,,,,,,,,,,,Virginia Tech
1999,6,181,Jeff Hall,K,2000,0,0,0,0,3,,,,,,,,,,,,,,Tennessee
1999,7,217,Tim Alexander,WR,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,2,48,Stephen Alexander,TE,2006,0,1,6,32,118,,,,,,,,,247,2519,14,,,Oklahoma
1998,3,69,Skip Hicks,RB,2001,0,0,0,8,38,,,,,,285,1109,13,22,160,0,,,UCLA
1998,4,113,Shawn Barber,LB,2007,0,0,5,39,111,,,,,,,,,,,,7,10.0,Richmond
1998,5,140,Mark Fischer,C,2000,0,0,1,5,22,,,,,,,,,,,,,,Purdue
1998,6,170,Patrick Palmer,WR,,0,0,0,,,,,,,,,,,,,,,,
1998,7,191,David Terrell,DB,2004,0,0,2,17,77,,,,,,,,,,,,6,1.0,Texas-El Paso
1998,7,206,Antwaune Ponds,LB,1998,0,0,0,0,3,,,,,,,,,,,,,,Syracuse
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,17,Kenard Lang,DE,2006,0,0,8,53,153,,,,,,,,,,,,3,50.0,Miami (FL)
1997,2,51,Greg Jones,LB,2002,0,0,1,15,82,,,,,,,,,,,,1,6.0,Colorado
1997,3,80,Derek Smith,LB,2008,0,0,11,62,174,,,,,,,,,,,,4,13.5,Arizona St.
1997,4,115,Albert Connell,WR,2001,0,0,2,24,61,,,,,,3,17,0,150,2674,16,,,Texas A&M
1997,5,132,Jamel Williams,DB,1999,0,0,0,2,35,,,,,,,,,,,,,,Nebraska
1997,5,140,Keith Thibodeaux,DB,2001,0,0,0,6,54,,,,,,,,,,,,2,,
1997,5,148,Twan Russell,LB,2003,0,0,0,6,78,,,,,,,,,,,,,,Miami (FL)
1997,5,162,Brad Badger,G,2007,0,0,4,25,134,,,,,,,,,,,,,,Stanford
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,1,30,Andre T. Johnson,T,1998,0,0,0,0,3,,,,,,,,,,,,,,Penn St.
1996,4,102,Stephen Davis,RB,2006,0,3,6,56,143,,,,,,1945,8052,65,179,1494,4,,,Auburn
1996,5,138,Leomont Evans,DB,1999,0,0,2,12,59,,,,,,,,,,,,3,1.0,Clemson
1996,6,174,Kelvin Kinney,DE,1998,0,0,1,6,18,,,,,,,,,,,,,1.0,Virginia St.
1996,7,215,Jeremy Asher,LB,,0,0,0,,,,,,,,,,,,,,,,Oregon
1996,7,250,DeAndre Maxwell,WR,,0,0,0,,,,,,,,,,,,,,,,San Diego St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,4,Michael Westbrook,WR,2002,0,0,6,38,89,,,,,,22,160,1,285,4374,26,,,Colorado
1995,2,37,Cory Raymer,C,2005,0,0,4,28,98,,,,,,,,,,,,,,Wisconsin
1995,3,68,Darryl Pounds,DB,2000,0,0,0,9,78,,,,,,,,,,,,9,3.5,Nicholls St.
1995,4,103,Larry Jones,RB,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1995,5,137,Jamie Asher,TE,1998,0,0,3,18,48,,,,,,,,,133,1421,5,,,Louisville
1995,5,152,Rich Owens,DE,2002,0,0,3,30,97,,,,,,,,,,,,,28.5,Lehigh
1995,6,176,Brian Thure,T,1995,0,0,0,0,4,,,,,,,,,,,,,,California
1995,7,226,Scott Turner,DB,2003,0,0,0,10,101,,,,,,,,,,,,5,2.0,Illinois
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,3,Heath Shuler,QB,1997,0,0,2,6,29,292,593,3691,15,33,67,198,1,,,,,,Tennessee
1994,2,31,Tre' Johnson,G,2002,0,1,5,32,93,,,,,,,,,,,,,,Temple
1994,3,68,Tydus Winans,WR,1996,0,0,0,4,25,,,,,,1,5,0,23,421,2,,,Fresno St.
1994,3,97,Joe Patton,T,1998,0,0,3,25,61,,,,,,,,,,,,,,Alabama A&M
1994,4,105,Kurt Haws,TE,1994,0,0,0,0,6,,,,,,,,,,,,,,Utah
1994,6,163,Dexter Nottage,DE,1997,0,0,0,7,48,,,,,,,,,,,,,6.0,Florida A&M
1994,7,197,Gus Frerotte,QB,2008,0,1,5,56,147,1699,3106,21291,114,106,196,315,6,,,,,,Tulsa
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,17,Tom Carter,DB,2001,0,0,6,39,118,,,,,,,,,,,,27,,Notre Dame
1993,2,45,Reggie Brooks,RB,1996,0,0,1,13,40,,,,,,437,1726,7,37,267,0,,,Notre Dame
1993,3,71,Rick Hamilton,LB,1996,0,0,0,3,34,,,,,,,,,,,,,1.5,Central Florida
1993,3,80,Ed Bunn,P,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1993,4,101,Sterling Palmer,DE,1996,0,0,3,17,49,,,,,,,,,,,,,11.0,Florida St.
1993,5,128,Greg Huntington,C,1998,0,0,0,0,18,,,,,,,,,,,,,,Penn St.
1993,6,155,Darryl Morrison,DB,1996,0,0,2,12,48,,,,,,,,,,,,1,,Arizona
1993,6,160,Frank Wycheck,TE,2003,0,3,9,59,155,5,6,148,2,0,4,5,1,505,5126,28,,,Maryland
1993,8,212,Lamont Hollinquest,LB,1998,0,0,0,6,76,,,,,,,,,,,,2,0.5,USC
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,4,Desmond Howard,WR,2002,0,1,1,18,156,,,,,,12,68,0,123,1597,7,,,Michigan
1992,2,47,Shane Collins,DE,1994,0,0,0,6,30,,,,,,,,,,,,,1.0,Arizona St.
1992,3,74,Paul Siever,G,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1992,4,112,Chris Hakel,QB,,0,0,0,,,,,,,,,,,,,,,,William & Mary
1992,6,168,Ray Rowe,TE,1993,0,0,0,0,4,,,,,,,,,,,,,,San Diego St.
1992,7,196,Calvin Holmes,DB,,0,0,0,,,,,,,,,,,,,,,,USC
1992,8,224,Darryl Moore,G,1993,0,0,0,0,2,,,,,,,,,,,,,,Texas-El Paso
1992,9,252,Boone Powell,LB,,0,0,0,,,,,,,,,,,,,,,,Texas
1992,10,280,Tony Barker,LB,1992,0,0,0,1,8,,,,,,,,,,,,,,Rice
1992,11,308,Terry Smith,WR,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1992,12,336,Matt Elliott,G,1997,0,0,2,13,63,,,,,,,,,,,,,,Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,17,Bobby Wilson,DT,1994,0,0,2,12,42,,,,,,,,,,,,,11.0,Michigan St.
1991,3,76,Ricky Ervins,RB,1995,0,0,1,24,76,,,,,,554,2114,8,117,870,2,,,USC
1991,6,159,Dennis Ransom,TE,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1991,7,188,Keith Cash,TE,1996,0,0,1,17,64,,,,,,1,0,0,118,1136,10,,,Texas
1991,8,215,Jimmy Spencer,DB,2003,0,0,4,32,177,,,,,,,,,,,,26,1.0,Florida
1991,9,243,Charles Bell,DB,,0,0,0,,,,,,,,,,,,,,,,Baylor
1991,10,270,Cris Shale,P,,0,0,0,,,,,,,,,,,,,,,,Bowling Green
1991,11,299,David Gulledge,DB,1992,0,0,0,0,4,,,,,,,,,,,,,,Jacksonville St.
1991,12,326,Keenan McCardell,WR,2007,0,2,10,84,209,0,1,0,0,0,5,20,0,883,11373,63,,,UNLV
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1990,2,46,Andre Collins,LB,1999,0,0,5,42,144,,,,,,,,,,,,13,25.5,Penn St.
1990,3,76,Mohammed Elewonibi,T,1995,0,0,1,8,26,,,,,,,,,,,,,,BYU
1990,4,86,Cary Conklin,QB,1995,0,0,0,1,7,52,101,560,5,3,5,-6,0,,,,,,Washington
1990,4,109,Rico Labbe,DB,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1990,5,130,Brian Mitchell,RB,2003,1,1,0,39,223,7,18,168,1,2,388,1967,12,255,2336,4,,,La-Lafayette
1990,6,160,Kent Wells,DT,1990,0,0,0,1,6,,,,,,,,,,,,,,Nebraska
1990,9,243,Tim Moxley,G,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1990,10,262,D'Juan Francisco,DB,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1990,10,270,Thomas Rayam,G,1993,0,0,1,4,20,,,,,,,,,,,,,,Alabama
1990,11,297,Jon Leverenz,LB,,0,0,0,,,,,,,,,,,,,,,,Minnesota
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1989,3,66,Tracy Rocker,DT,1990,0,0,1,10,24,,,,,,,,,,,,,3.0,Auburn
1989,4,110,Erik Affholter,WR,1991,0,0,0,1,4,,,,,,,,,7,68,0,,,USC
1989,5,129,Tim Smiley,DB,,0,0,0,,,,,,,,,,,,,,,,Arkansas St.
1989,5,139,Lybrant Robinson,DE,1989,0,0,0,0,5,,,,,,,,,,,,,,Delaware St.
1989,6,149,A.J. Johnson,DB,1995,0,0,2,15,71,,,,,,,,,,,,9,1.0,Texas St.
1989,7,179,Kevin Hendrix,LB,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1989,9,233,Charles Darrington,TE,,0,0,0,,,,,,,,,,,,,,,,Kentucky
1989,10,263,Mark Schlereth,G,2000,0,2,8,56,156,,,,,,,,,,,,,,Idaho
1989,12,316,Jimmie Johnson,TE,1998,0,0,1,15,118,,,,,,,,,61,723,5,,,Howard
1989,12,317,Joe Mickles,RB,1990,0,0,0,0,10,,,,,,,,,,,,,,Mississippi
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1988,2,55,Chip Lohmiller,K,1996,0,1,8,0,135,,,,,,,,,,,,,,Minnesota
1988,3,66,Mike Oliphant,RB,1991,0,0,0,2,26,,,,,,23,127,1,18,133,0,,,Puget Sound
1988,4,109,Jamie Morris,RB,1990,0,0,0,6,33,,,,,,252,777,4,9,68,0,,,Michigan
1988,5,127,Carl Mims,DB,,0,0,0,,,,,,,,,,,,,,,,Sam Houston St.
1988,6,159,Stan Humphries,QB,1997,0,0,6,50,88,1431,2516,17191,89,84,150,356,7,1,-4,0,,,La-Monroe
1988,7,193,Harold Hicks,DB,,0,0,0,,,,,,,,,,,,,,,,San Diego St.
1988,8,221,Darryl McGill,RB,,0,0,0,,,,,,,,,,,,,,,,Wake Forest
1988,9,249,Blake Peterson,LB,,0,0,0,,,,,,,,,,,,,,,,Mesa (CO)
1988,10,277,Henry Brown,T,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1988,11,305,Curt Koch,DE,,0,0,0,,,,,,,,,,,,,,,,Colorado
1988,12,315,Wayne Ross,P,,0,0,0,,,,,,,,,,,,,,,,San Diego St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1987,2,30,Brian Davis,DB,1994,0,0,1,14,87,,,,,,,,,,,,9,,Nebraska
1987,2,48,Wally Kleine,T,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1987,5,117,Timmy Smith,RB,1990,0,0,1,5,22,,,,,,190,602,3,9,51,0,,,Texas Tech
